"collision_index","longitude","latitude","date","time","road_type","speed_limit","junction_detail","junction_control","pedestrian_crossing","light_conditions","weather_conditions","road_surface_conditions","carriageway_hazards","urban_or_rural_area","area"
"201601JI40175",0.037822,51.594604,"27/03/2016","15:55",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"2002070206733",-2.417807,53.310524,"09/12/2002","12:40",3,50,0,4,0,1,1,1,0,2,Cheshire
"199504M045595",,,"08/11/1995","15:13",6,30,0,-1,0,1,1,2,0,1,Lancashire
"2016010025230",-0.40909,51.49792,"22/10/2016","23:52",1,30,0,2,0,4,1,1,0,1,Metropolitan Police
"199401LX00628",,,"03/09/1994","12:00",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"199401PD00599",,,"04/11/1994","15:30",12,30,19,2,15,1,2,2,0,1,Metropolitan Police
"2021010340165",0.001508,51.54064,"28/10/2021","08:40",6,30,13,2,15,1,1,1,0,1,Metropolitan Police
"200601PL60463",-0.024374,51.432175,"20/06/2006","18:22",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"2005030001772",-3.029077,54.448532,"12/06/2005","16:04",6,60,0,-1,0,1,1,2,0,2,Cumbria
"200201RY00128",0.148479,51.47338,"05/03/2002","12:10",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"200101XS00672",-0.247601,51.53132,"24/05/2001","16:02",6,30,16,4,0,1,1,1,0,1,Metropolitan Police
"200401EO01275",-0.183258,51.550392,"02/09/2004","09:40",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"200001GN00049",-0.071671,51.56273,"06/02/2000","03:17",12,30,13,2,15,4,1,1,0,1,Metropolitan Police
"1996050113035",,,"14/05/1996","23:53",6,30,13,4,0,5,1,1,0,1,Merseyside
"200305ET02245",-2.944465,53.41224,"15/09/2003","12:46",6,30,17,2,0,1,1,1,0,1,Merseyside
"200405ET00596",-2.959606,53.443222,"14/03/2004","19:58",6,30,0,-1,14,4,1,1,0,1,Merseyside
"200301SX00640",-0.186158,51.593513,"08/06/2003","14:57",3,40,0,-1,0,1,1,1,0,1,Metropolitan Police
"199501QD00056",,,"31/01/1995","13:10",6,30,13,4,0,1,2,2,0,1,Metropolitan Police
"2019010187983",-0.271487,51.507347,"17/06/2019","19:15",1,20,0,4,0,1,1,1,0,1,Metropolitan Police
"200601YR90666",-0.111267,51.60645,"15/08/2006","09:45",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"2024010524746",-0.04694,51.49319,"31/07/2024","19:12",9,20,-1,9,99,1,9,9,99,1,Metropolitan Police
"2007983101807",-4.004005,55.380966,"08/01/2007","10:30",6,60,13,4,0,1,1,2,0,2,Dumfries and Galloway
"199862G035898",,,"17/10/1998","14:10",3,70,0,-1,0,1,1,1,0,2,South Wales
"2021991112501",-4.361027,55.889328,"01/09/2021","22:30",3,30,0,-1,0,4,1,1,0,1,Police Scotland
"2001620040813",-3.597205,51.506737,"24/07/2001","15:19",6,30,13,4,0,1,1,1,0,1,South Wales
"199401JO00201",,,"08/06/1994","23:20",1,30,0,4,0,7,1,1,0,2,Metropolitan Police
"2000950006134",-3.222351,55.942127,"04/07/2000","19:00",6,30,16,1,0,1,9,1,0,1,Lothian and Borders
"2009930002552",-4.230319,56.704212,"08/07/2009","15:00",6,60,0,-1,0,1,1,1,0,2,Tayside
"199797GA00706",,,"08/06/1997","18:45",3,30,0,-1,0,1,1,1,0,1,Strathclyde
"199962B017799",-3.474977,51.59044,"11/04/1999","23:50",6,30,0,-1,0,4,5,2,0,2,South Wales
"2007620163645",-3.297628,51.58273,"03/02/2007","11:35",9,30,0,-1,0,6,9,1,0,1,South Wales
"200701SX20180",-0.203422,51.587753,"09/03/2007","15:00",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"200901GD10509",-0.054199,51.546165,"07/08/2009","14:36",6,30,18,4,0,1,1,1,0,1,Metropolitan Police
"201401EO40076",-0.103248,51.54589,"28/01/2014","21:26",1,30,0,4,14,4,2,2,0,1,Metropolitan Police
"200701JI66358",0.098951,51.56448,"02/08/2007","16:50",6,30,19,4,12,1,1,1,0,1,Metropolitan Police
"199701HH00356",,,"08/09/1997","18:45",6,30,16,4,0,1,1,1,0,1,Metropolitan Police
"199501JL00470",,,"21/10/1995","15:40",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"199904C119199",-2.624643,53.691013,"22/12/1999","21:16",3,70,0,-1,0,6,1,2,0,2,Lancashire
"2001920101943",-3.470321,57.67269,"22/05/2001","16:00",6,60,0,-1,0,1,1,1,0,2,Grampian
"2024010544837",-0.19542,51.57229,"18/11/2024","08:40",6,30,0,4,13,1,2,2,0,1,Metropolitan Police
"200201ZD00609",-0.105869,51.357533,"18/06/2002","11:14",6,30,0,4,17,1,2,2,20,1,Metropolitan Police
"200501FH10320",-0.223325,51.503075,"10/07/2005","19:10",3,30,13,2,15,1,1,1,0,1,Metropolitan Police
"201201TB00599",-0.415655,51.52049,"17/06/2012","00:47",6,30,13,4,0,4,1,1,0,1,Metropolitan Police
"199701PD00608",,,"29/10/1997","09:40",6,30,13,4,13,1,1,1,0,1,Metropolitan Police
"2023010437463",-0.201788,51.52435,"14/04/2023","21:51",6,20,16,2,14,4,2,2,0,1,Metropolitan Police
"2002070202699",-2.397861,53.231487,"22/05/2002","17:45",3,70,0,-1,0,1,1,1,0,2,Cheshire
"2007070701324",-2.557827,53.275074,"08/04/2007","16:20",6,30,13,4,0,1,1,1,0,1,Cheshire
"2003030001213",-3.217201,54.119167,"11/04/2003","12:46",6,30,0,-1,0,1,1,1,0,1,Cumbria
"2013950005715",-2.944431,55.942657,"21/10/2013","22:00",6,30,17,4,0,4,1,2,0,1,Lothian and Borders
"1999950010602",-3.17477,55.967663,"11/11/1999","08:10",6,30,13,4,0,1,1,1,0,1,Lothian and Borders
"2014950005649",-3.156913,55.927574,"07/11/2014","22:30",6,30,19,4,0,4,1,1,0,2,Lothian and Borders
"2000930002377",-2.585457,56.55605,"28/07/2000","16:05",6,30,13,4,0,1,1,1,0,1,Tayside
"200097AC03310",-4.283983,55.865723,"17/10/2000","11:40",6,30,13,4,0,1,1,1,0,1,Strathclyde
"200797GB23209",-4.291443,55.813274,"23/09/2007","15:30",6,30,13,4,0,1,1,1,0,1,Strathclyde
"199901PY01295",0.111993,51.41298,"28/09/1999","08:30",6,40,0,4,0,1,1,1,0,2,Metropolitan Police
"200601PY20285",0.055657,51.407417,"05/02/2006","00:30",6,30,13,4,0,4,1,2,0,1,Metropolitan Police
"2018010082633",0.247457,51.553417,"10/01/2018","08:20",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"2017010014059",0.065247,51.55623,"24/01/2017","14:07",7,30,0,2,15,1,1,1,0,1,Metropolitan Police
"200801CW73530",-0.193258,51.51278,"30/06/2008","15:03",6,30,19,4,0,1,1,1,0,1,Metropolitan Police
"1995075C12009",,,"29/11/1995","12:30",6,30,0,-1,0,1,1,1,0,1,Cheshire
"199904B078599",-2.787278,54.111423,"20/11/1999","13:57",6,30,0,4,0,1,1,1,0,2,Lancashire
"201304CL13117",-2.675944,53.687767,"24/06/2013","17:15",6,50,16,2,15,1,1,1,0,2,Lancashire
"201297UA03703",-4.635888,55.6168,"18/03/2012","09:10",7,40,13,4,0,1,1,1,0,1,Strathclyde
"2000950009246",-3.203703,55.95004,"13/10/2000","16:00",6,30,0,-1,15,1,1,1,20,1,Lothian and Borders
"2004620111630",-3.57685,51.505665,"08/06/2004","08:28",6,30,13,4,0,1,1,1,0,1,South Wales
"199897NB01412",,,"12/12/1998","07:30",6,60,0,-1,0,6,1,2,17,2,Strathclyde
"201397ND02801",-4.040844,55.809124,"29/01/2013","18:19",3,60,0,-1,0,4,4,2,0,1,Strathclyde
"1999620008071",-3.496585,51.531895,"17/12/1999","15:20",6,30,0,-1,0,1,1,1,0,2,South Wales
"201963D111219",-3.569877,52.40911,"24/11/2019","17:06",6,60,0,-1,0,6,1,2,0,2,Dyfed-Powys
"200601KD50532",0.229852,51.54147,"13/09/2006","08:39",6,30,0,-1,0,1,2,2,0,2,Metropolitan Police
"200001TX00566",-0.364677,51.478874,"24/05/2000","05:45",3,30,16,2,0,1,1,1,0,1,Metropolitan Police
"200001MM00051",-0.094959,51.443867,"15/01/2000","14:30",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"200701KF68523",0.048667,51.54684,"19/12/2007","10:32",6,30,13,4,13,1,1,1,0,1,Metropolitan Police
"199401TW00797",,,"30/12/1994","11:40",6,30,13,4,13,1,1,1,0,1,Metropolitan Police
"201001TW60165",-0.30387,51.456516,"22/05/2010","14:07",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"200701MM79166",-0.088133,51.483234,"11/12/2007","16:51",6,30,13,2,15,4,1,1,0,1,Metropolitan Police
"200001WW01282",-0.145757,51.436768,"28/10/2000","09:00",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"2011030000310",-3.094639,54.194317,"14/02/2011","07:42",3,30,16,2,15,1,1,2,0,1,Cumbria
"201204TA12158",-2.717893,53.825855,"27/10/2012","07:13",3,70,0,-1,0,6,1,1,0,2,Lancashire
"2011950001164",-3.589956,55.898575,"16/02/2011","17:40",3,70,0,-1,0,6,9,2,0,1,Lothian and Borders
"2019970912195",-4.025243,55.850315,"20/12/2019","19:15",6,30,13,4,0,5,1,2,0,1,Strathclyde
"199862L009398",,,"21/04/1998","09:31",3,70,0,-1,0,1,1,2,0,2,South Wales
"201206Q058949",-2.109145,53.536114,"03/04/2012","11:50",6,30,17,2,15,1,1,1,13,1,Greater Manchester
"199706X043997",,,"14/08/1997","18:17",3,70,0,-1,0,1,1,1,0,2,Greater Manchester
"199906F004645",-2.376209,53.478302,"16/06/1999","09:00",6,30,0,-1,0,1,1,1,0,1,Greater Manchester
"201005AA03172",-3.062772,53.396233,"05/05/2010","08:50",6,30,0,-1,0,1,2,2,0,1,Merseyside
"201063CP22610",-5.01316,51.714542,"06/09/2010","12:52",6,60,0,-1,0,1,2,2,0,2,Dyfed-Powys
"200601QA10556",-0.26887,51.601505,"08/12/2006","20:20",6,30,16,4,0,4,1,1,0,1,Metropolitan Police
"2023010453528",-0.111428,51.388065,"05/07/2023","17:25",9,30,-1,9,99,1,1,1,99,1,Metropolitan Police
"200001RG00641",0.044831,51.451584,"09/07/2000","21:45",6,30,13,4,0,4,1,1,0,1,Metropolitan Police
"201201GD10474",-0.065405,51.57099,"31/07/2012","18:00",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"200101NI00399",-0.134936,51.55395,"19/03/2001","23:26",6,30,16,4,0,4,1,1,0,1,Metropolitan Police
"199601JB00068",,,"23/02/1996","16:44",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"199801ZP00025",,,"09/01/1998","11:40",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"199897RA01403",,,"09/03/1998","08:10",6,30,13,4,0,1,1,1,0,1,Strathclyde
"199797PC02403",,,"15/03/1997","23:50",6,30,0,-1,0,4,2,2,0,1,Strathclyde
"200301XH09069",-0.389275,51.524628,"21/12/2003","13:30",9,30,0,4,0,1,1,1,0,1,Metropolitan Police
"2019010200468",0.019394,51.441658,"19/08/2019","20:00",6,30,0,-1,0,1,1,1,13,1,Metropolitan Police
"1995075A10146",,,"28/01/1995","14:10",6,30,0,-1,0,1,1,1,0,2,Cheshire
"201304BC13177",-3.045653,53.902355,"30/09/2013","18:00",6,20,0,-1,0,1,1,1,0,1,Lancashire
"2010984109410",-3.456293,54.994186,"25/03/2010","21:25",6,60,0,-1,0,6,1,1,0,2,Dumfries and Galloway
"2003950008098",-3.164996,55.95697,"02/10/2003","16:15",6,30,13,2,0,1,1,1,0,1,Lothian and Borders
"2004940404149",-3.222115,56.158054,"17/11/2004","20:45",6,60,0,-1,0,6,1,1,0,2,Fife
"200601TD00231",-0.053847,51.412346,"14/08/2006","08:49",6,30,16,2,0,1,1,2,11,1,Metropolitan Police
"199801ZD00119",,,"25/02/1998","16:38",6,30,18,4,0,1,1,1,0,1,Metropolitan Police
"199901RG00085",0.059698,51.45573,"26/02/1999","20:25",1,30,0,4,0,4,2,2,0,1,Metropolitan Police
"200001GD00532",-0.049387,51.537273,"17/09/2000","20:53",6,30,16,4,13,5,1,1,0,1,Metropolitan Police
"201301GD10071",-0.071069,51.549683,"07/02/2013","20:08",6,30,16,4,0,4,2,2,0,1,Metropolitan Police
"200101TX00659",-0.266086,51.492565,"08/06/2001","13:15",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"200601TW60124",-0.302793,51.462257,"22/04/2006","16:20",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"200201WW01197",-0.214737,51.464725,"05/12/2002","20:50",6,30,13,2,15,4,1,1,0,1,Metropolitan Police
"2021010304208",-0.171249,51.379814,"28/04/2021","11:00",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"2022041245536",-2.747491,53.769897,"13/10/2022","17:19",6,20,13,4,12,1,1,1,0,1,Lancashire
"2006983105806",-3.613635,55.070213,"27/01/2006","19:30",6,30,0,-1,15,4,1,1,0,1,Dumfries and Galloway
"201560S069944",-4.261721,53.139626,"16/05/2015","17:52",6,30,0,-1,0,1,1,1,0,2,North Wales
"200263AC33402",-4.049755,51.719845,"02/08/2002","12:50",6,30,0,-1,0,1,1,1,0,2,Dyfed-Powys
"201601PY20101",-0.051692,51.419056,"19/02/2016","07:20",6,30,13,4,0,1,1,4,0,1,Metropolitan Police
"199501XS00072",,,"31/01/1995","13:20",6,30,13,4,17,1,2,2,0,1,Metropolitan Police
"2018010114634",-0.371893,51.51068,"16/06/2018","01:34",6,40,17,1,0,4,1,1,0,1,Metropolitan Police
"200301TB00098",-0.303622,51.60669,"23/05/2003","15:50",6,30,18,4,14,1,2,2,0,1,Metropolitan Police
"199801KF00568",,,"03/11/1998","06:10",6,30,13,4,0,4,1,2,0,1,Metropolitan Police
"200001JI00779",0.117787,51.56306,"15/04/2000","12:00",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"2004070404908",-2.377377,53.21897,"05/10/2004","08:15",6,50,16,4,0,6,1,1,0,2,Cheshire
"200697CA02202",-4.283466,55.875977,"17/02/2006","02:00",6,30,0,-1,0,4,1,2,0,1,Strathclyde
"201697GD00503",-4.255623,55.818737,"04/03/2016","13:30",6,30,16,2,15,1,1,1,0,1,Strathclyde
"2020990968611",-4.239824,55.838318,"30/07/2020","21:10",3,30,13,2,14,1,1,1,0,1,Police Scotland
"201960X114477",-3.491665,53.32032,"09/08/2019","15:40",6,30,13,4,0,1,1,1,0,1,North Wales
"2019010212771",-0.208175,51.48773,"19/10/2019","14:09",9,20,13,9,0,1,1,1,0,1,Metropolitan Police
"200701TW66647",-0.410348,51.48247,"15/08/2007","18:18",3,30,0,4,0,1,2,2,0,1,Metropolitan Police
"2007070700874",-2.516853,53.297104,"06/03/2007","00:20",6,60,0,-1,0,6,2,2,0,2,Cheshire
"2001030000393",-2.95149,54.892418,"25/01/2001","17:45",6,30,19,4,14,4,2,2,0,1,Cumbria
"200504CM05112",-2.671447,53.73921,"21/10/2005","14:40",6,30,13,4,0,1,1,2,0,1,Lancashire
"200091NP11571",-5.306915,57.60024,"10/11/2000","07:55",6,60,0,-1,0,1,2,2,0,2,Northern
"2001930002060",-3.482443,56.399433,"14/07/2001","00:01",6,30,0,-1,0,4,2,2,0,1,Tayside
"2009620192941",-3.554985,51.52367,"29/08/2009","07:47",6,30,0,-1,0,1,1,1,0,2,South Wales
"199901ZN00188",-0.084615,51.398735,"18/03/1999","16:15",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"2023010424953",-0.362636,51.478046,"27/01/2023","20:00",1,20,0,4,0,4,1,2,16,1,Metropolitan Police
"2016010024620",-0.111067,51.524254,"04/10/2016","19:28",6,30,16,4,0,4,1,1,0,1,Metropolitan Police
"201001KF60259",0.028267,51.525974,"05/05/2010","15:15",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"200001YE00042",-0.046229,51.627777,"19/01/2000","17:27",6,30,0,-1,0,4,1,2,0,1,Metropolitan Police
"199701RA00048",,,"28/01/1997","18:12",6,30,16,4,0,4,1,1,0,1,Metropolitan Police
"2022010380253",-0.414292,51.461826,"04/06/2022","12:40",3,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"200401WW00624",-0.165885,51.42998,"22/07/2004","09:55",6,30,13,4,14,1,1,1,0,1,Metropolitan Police
"2021031104757",-3.57972,54.52324,"24/10/2021","19:50",6,30,0,-1,0,4,9,1,0,1,Cumbria
"199901TG00261",-0.410716,51.418,"02/08/1999","05:30",6,40,0,-1,0,1,1,1,0,1,Metropolitan Police
"200391NE21311",-4.43803,57.56707,"25/08/2003","09:30",6,60,0,-1,0,1,1,1,0,2,Northern
"199997DB01702",-4.104278,55.87351,"22/02/1999","22:55",6,30,0,-1,0,4,1,1,0,1,Strathclyde
"201197GB23207",-4.365809,55.836674,"31/07/2011","13:00",3,30,0,-1,0,1,1,1,0,1,Strathclyde
"2009609099196",-3.914559,53.044964,"31/05/2009","07:47",6,60,0,-1,0,1,1,1,0,2,North Wales
"2024631470509",-4.27877,52.21713,"21/07/2024","15:36",6,40,0,-1,0,1,8,1,0,2,Dyfed-Powys
"2020610047220",-3.164053,51.59095,"30/11/2020","12:25",6,20,13,4,0,1,1,1,0,2,Gwent
"199662A014596",,,"07/06/1996","08:10",1,30,0,4,0,1,1,1,0,1,South Wales
"199801VW00713",,,"18/11/1998","10:50",6,30,0,-1,14,1,1,1,0,1,Metropolitan Police
"200201VW00121",-0.197394,51.41527,"01/03/2002","13:35",6,30,0,-1,0,1,1,2,0,1,Metropolitan Police
"2021010342933",-0.132481,51.367744,"10/11/2021","08:40",6,30,13,4,15,1,1,1,0,1,Metropolitan Police
"200101WW01210",-0.204479,51.447304,"31/10/2001","09:25",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"201804EF18276",-2.26379,53.792767,"31/10/2018","09:45",6,30,0,-1,0,1,1,1,0,1,Lancashire
"201097KB01412",-4.530021,55.829628,"18/12/2010","20:00",6,30,0,-1,0,4,8,4,0,1,Strathclyde
"2006940600167",-3.425251,56.082462,"18/01/2006","14:49",6,30,0,-1,0,1,1,1,0,2,Fife
"199901KG00776",0.119229,51.53201,"18/11/1999","08:25",3,40,0,-1,0,1,1,2,0,1,Metropolitan Police
"201201QK50792",-0.259039,51.54138,"27/11/2012","16:00",6,30,16,2,15,1,1,1,0,1,Metropolitan Police
"200301QA00125",-0.29352,51.594944,"20/01/2003","17:30",3,30,13,4,14,1,2,2,0,1,Metropolitan Police
"200201BS00687",-0.168903,51.48758,"14/11/2002","09:52",6,30,13,2,15,1,1,2,0,1,Metropolitan Police
"2016621601003",-3.306196,51.57145,"10/06/2016","15:59",6,30,16,2,0,1,1,1,0,2,South Wales
"201706M025875",-2.299557,53.41973,"16/01/2017","08:50",6,30,13,1,11,1,1,2,0,1,Greater Manchester
"2021052100321",-2.850435,53.35083,"03/03/2021","08:00",3,40,0,-1,0,1,1,1,0,1,Merseyside
"1996050093294",,,"11/04/1996","11:00",6,30,16,4,0,1,1,1,0,1,Merseyside
"199901YE00521",-0.120111,51.612617,"25/08/1999","19:05",3,40,0,-1,0,1,2,2,0,1,Metropolitan Police
"200701FH10284",-0.200586,51.480427,"17/06/2007","16:11",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"199401LD00465",,,"08/11/1994","16:30",12,30,16,2,15,1,1,1,0,1,Metropolitan Police
"200201VW00629",-0.157098,51.4088,"06/11/2002","08:00",6,30,0,-1,0,1,2,2,0,1,Metropolitan Police
"199401KO00094",,,"25/02/1994","21:50",6,30,13,4,0,4,1,2,0,1,Metropolitan Police
"199801JB09006",,,"23/12/1998","18:44",6,30,0,-1,0,4,1,2,0,1,Metropolitan Police
"2009950000344",-3.248138,55.9673,"13/01/2009","07:20",6,30,13,4,0,4,8,2,0,1,Lothian and Borders
"2024991485176",-3.62003,55.85637,"29/08/2024","14:38",6,50,0,-1,13,1,1,1,0,2,Police Scotland
"2003600GN6076",-4.029156,52.940567,"09/12/2003","18:45",6,60,0,-1,0,6,1,1,0,2,North Wales
"2002610020702",-3.016015,51.607716,"11/02/2002","15:30",6,30,0,-1,0,1,2,2,0,2,Gwent
"201604WA16118",-2.878096,53.782814,"15/05/2016","16:50",6,20,13,4,0,1,1,1,0,1,Lancashire
"199704D064297",,,"21/08/1997","16:05",6,40,13,4,0,1,2,2,0,2,Lancashire
"199604H041896",,,"22/11/1996","14:50",6,30,13,2,14,1,1,2,0,1,Lancashire
"2012030000414",-3.214004,54.124954,"06/03/2012","08:30",6,20,0,-1,0,1,1,1,0,1,Cumbria
"199506F116695",,,"25/10/1995","14:00",6,30,16,4,0,1,1,1,0,1,Greater Manchester
"1998050172713",,,"21/08/1998","20:30",6,30,0,-1,0,1,4,1,0,1,Merseyside
"200601QK50698",-0.251741,51.539925,"21/10/2006","21:14",6,30,13,4,0,4,1,1,0,1,Metropolitan Police
"199501EK00006",,,"04/01/1995","09:40",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"200201YR01102",-0.13048,51.6028,"13/12/2002","05:53",6,30,0,-1,0,4,1,1,0,1,Metropolitan Police
"200001JI00721",0.024365,51.61345,"01/07/2000","14:00",6,30,13,2,15,1,1,2,13,1,Metropolitan Police
"200201ZT00148",-0.184952,51.36265,"10/04/2002","08:16",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"1995030001190",,,"04/05/1995","18:45",6,30,0,-1,0,1,1,1,0,2,Cumbria
"2007950002093",-3.23566,55.967873,"09/03/2007","08:40",6,30,0,-1,15,1,1,2,0,1,Lothian and Borders
"2017621701107",-3.38749,51.54301,"18/07/2017","10:12",1,40,0,4,0,1,1,1,0,2,South Wales
"201301YR90032",-0.148836,51.598866,"15/01/2013","09:06",6,30,0,-1,0,1,1,2,0,1,Metropolitan Police
"2021010350183",-0.015969,51.473026,"12/12/2021","17:50",6,30,0,-1,0,4,8,1,0,1,Metropolitan Police
"199801QA00580",,,"01/09/1998","16:50",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"200601EO40588",-0.090063,51.543877,"02/06/2006","08:15",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"200201LX00326",-0.109113,51.46352,"16/03/2002","15:01",6,30,16,4,0,1,2,2,0,1,Metropolitan Police
"200401MM00309",-0.094326,51.50051,"15/03/2004","21:45",6,30,13,4,0,4,1,1,0,1,Metropolitan Police
"199501HT00405",,,"17/09/1995","12:00",6,30,16,4,0,1,1,1,0,1,Metropolitan Police
"2022010363127",-0.016372,51.57314,"02/03/2022","10:14",6,20,13,4,14,1,2,2,0,1,Metropolitan Police
"200601WW50716",-0.147702,51.47403,"14/10/2006","20:25",6,30,0,-1,0,4,1,1,0,1,Metropolitan Police
"1997929703353",,,"02/08/1997","23:15",6,60,0,-1,0,6,1,1,0,2,Grampian
"2007950005414",-3.1674,55.919746,"24/06/2007","13:05",6,30,17,2,0,1,2,2,0,1,Lothian and Borders
"200797AC02805",-4.266569,55.865864,"25/05/2007","01:05",2,30,0,-1,0,4,1,1,0,1,Strathclyde
"199962F100299",-3.707867,51.518127,"12/09/1999","01:36",3,70,0,-1,0,5,1,1,0,2,South Wales
"2013950005050",-3.247984,55.932617,"12/09/2013","18:00",6,30,16,4,14,1,1,2,0,1,Lothian and Borders
"2017930000144",-3.641505,56.62978,"21/04/2017","16:30",6,60,0,-1,0,1,1,1,0,2,Tayside
"201697NE05306",-3.751598,55.87058,"30/06/2016","07:00",6,60,0,-1,0,1,1,2,0,2,Strathclyde
"1999600FL4020",-3.03136,53.097973,"25/03/1999","08:15",6,30,13,4,0,1,2,2,0,2,North Wales
"2001600WR3106",-2.987172,53.072727,"23/08/2001","18:25",6,60,0,4,0,1,1,1,0,2,North Wales
"2018010088744",0.091057,51.376453,"02/02/2018","09:50",9,30,-1,9,0,1,1,1,0,1,Metropolitan Police
"199901HT00031",-0.071249,51.524956,"11/01/1999","19:05",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"201201JC30601",-0.002993,51.62525,"04/12/2012","12:27",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"201001CW10199",-0.12497,51.49462,"03/02/2010","19:55",1,30,0,4,13,4,2,2,0,1,Metropolitan Police
"201101CW10437",-0.129683,51.488583,"24/03/2011","09:01",3,30,16,2,15,1,1,1,0,1,Metropolitan Police
"1996076C31419",,,"15/09/1996","11:30",6,30,13,4,0,1,1,1,0,1,Cheshire
"2010961000555",-3.802667,56.153015,"19/03/2010","09:00",6,30,0,-1,0,1,1,1,0,2,Central
"201397QC01911",-3.803114,55.68107,"23/11/2013","09:15",6,40,0,-1,0,1,1,4,14,2,Strathclyde
"199693964471E",,,"26/09/1996","15:10",6,60,0,-1,0,1,2,2,0,2,Tayside
"2018010094243",-0.15958,51.590187,"03/02/2018","19:00",6,30,16,4,0,4,9,2,0,1,Metropolitan Police
"199901QA00432",-0.338057,51.60098,"28/06/1999","23:10",6,30,13,4,0,4,1,1,0,1,Metropolitan Police
"2020010251018",-0.0178,51.448074,"09/06/2020","16:00",6,30,19,4,14,1,1,1,0,1,Metropolitan Police
"200901WW50576",-0.143764,51.47882,"11/08/2009","13:00",6,30,0,-1,14,1,1,1,0,1,Metropolitan Police
"2017010029644",-0.162197,51.46442,"01/04/2017","18:10",6,30,0,-1,17,1,1,1,0,1,Metropolitan Police
"200504CP05031",-2.803976,53.69255,"06/08/2005","17:15",6,30,13,4,0,1,1,1,0,2,Lancashire
"200597UA03405",-4.630926,55.606747,"18/05/2005","12:30",6,30,0,-1,14,1,2,2,0,1,Strathclyde
"2008920804114",-1.782494,57.508938,"17/10/2008","21:00",6,30,16,4,0,4,1,1,0,1,Grampian
"2004940403989",-3.193348,56.071445,"06/11/2004","18:30",6,60,0,-1,0,7,2,2,0,2,Fife
"2022991229587",-4.162883,55.894848,"12/10/2022","09:04",3,70,0,-1,0,1,2,2,0,2,Police Scotland
"1996600CO7095",,,"19/12/1996","14:15",6,40,13,4,0,1,2,2,0,2,North Wales
"200501JC30174",-0.006036,51.5789,"05/03/2005","23:59",6,30,13,4,0,4,2,2,0,1,Metropolitan Police
"200001WW00324",-0.222981,51.448936,"22/03/2000","20:08",3,40,0,4,16,4,1,1,0,1,Metropolitan Police
"200697ED01808",-4.164606,55.865993,"30/08/2006","08:15",1,30,0,4,0,1,1,1,0,1,Strathclyde
"2021991034076",-3.305799,55.96062,"09/04/2021","09:47",3,40,17,2,0,1,1,1,0,1,Police Scotland
"1999949902103",-3.564598,56.1107,"19/07/1999","16:45",6,60,0,-1,0,1,2,2,0,2,Fife
"2012930002225",-3.359619,56.54011,"19/08/2012","14:50",6,60,13,4,0,1,1,1,0,2,Tayside
"2024991441324",-3.97545,55.86307,"10/05/2024","17:25",6,30,0,-1,0,1,1,1,0,1,Police Scotland
"200997UD05508",-4.628464,55.4583,"29/08/2009","11:50",6,30,0,-1,0,1,1,1,0,1,Strathclyde
"200397KA01306",-4.476031,55.84448,"08/06/2003","15:30",1,30,0,4,0,1,2,2,0,1,Strathclyde
"2023010424777",-0.139495,51.540707,"01/02/2023","16:53",6,30,13,4,0,4,1,1,0,1,Metropolitan Police
"201501GD10936",-0.063471,51.545742,"25/11/2015","16:25",6,20,0,-1,0,1,1,1,0,1,Metropolitan Police
"199701BS00216",,,"21/04/1997","16:15",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"201001VW40249",-0.178651,51.412823,"18/07/2010","01:20",6,30,16,4,0,4,1,1,0,1,Metropolitan Police
"200201KO00496",0.013505,51.518135,"24/06/2002","12:15",6,30,16,2,15,1,1,1,0,1,Metropolitan Police
